complaint_id,complaint_text,category,sentiment,priority,language_ratio
CMP002542,"team, mujhe Gurgaon se order kiya tha trial end hone ke baad extra charge cut hua lekin mera time aur paisa dono waste hua plzz resolve this",Subscription,Negative,Critical,45% Hindi / 55% English
CMP002543,"kindly check, password reset link expired bol rha h 499 rupaye ka order tha very disappointing!!",Account/Login,Negative,Medium,40% Hindi / 60% English
CMP002544,"bhai, payment deduct ho gaya but order place hi nahi hua still delivery boy ne call bhi nahi kiya waiting for reply",Payment Issue,Negative,Critical,50% Hindi / 50% English
CMP002545,"please look into, mujhe Raipur se order kiya tha return approve hua fir bhi paisa stuck h and parcel ka status 48 ghante se same hai 299 rupaye ka order tha 🤦 ab kya karu",Refund,Negative,High,65% Hindi / 35% English
CMP002546,"yrr, mujhe Raipur se order kiya tha exchange approved tha but courier ne pickup refuse kar diya but delivery boy ne call bhi nahi kiya tracking id TRK3708745 order no 418492 🥲 ab kya karu",Exchange,Negative,High,55% Hindi / 45% English
CMP002547,"kindly check, reward points vanish ho gaye 499 rupaye ka order tha ⚠️ need immediate help",Cashback,Negative,Low,45% Hindi / 55% English
CMP002548,"dear team, mujhe Jaipur se order kiya tha courier staff ne wrong address bolke return mark kar diya tab bhi order summary aur actual item me mismatch hai plz expedite?",Courier Experience,Negative,High,70% Hindi / 30% English
CMP002549,"sir, gift pack expected tha but normal dirty box aaya but details me bola tha original quality, par aisa laga local copy h 999 rupaye ka order tha need immediate help...",Packaging,Negative,High,65% Hindi / 35% English
CMP002550,"bhai, coupon lagate hi page freeze ho jata h aur details me bola tha original quality, par aisa laga local copy h hope you understaur",App Bug,Negative,Medium,25% Hindi / 75% English
CMP002551,"team, saved item open karte hi disappear ho jata h fir bhi delivery boy ne call bhi nahi kiya 299 rupaye ka order tha order no 639906 🤦 plz expedite",Wishlist,Neutral,Medium,50% Hindi / 50% English
CMP002552,"plz help, mujhe Indore se order kiya tha return pickup 2 baar reschedule hui 399 rupaye ka order tha need immediate help...",Return Pickup,Negative,High,55% Hindi / 45% English
CMP002553,"madam, coupon apply kiya tha but checkout pe vanish ho gaya 😒 waiting for reply",Coupon Issue,Negative,High,45% Hindi / 55% English
CMP002554,"yrr, delivery date cross ho gaya but parcel kuch nahi aya aur chat support me sirf bot hi bot hai, koi live agent nahi thanks but no thanks",Delivery Delay,Negative,High,70% Hindi / 30% English
CMP002555,"dear team, mujhe Ahmedabad se order kiya tha ticket T16613 raise kiya but koi human agent connect nahi hua tab bhi order summary aur actual item me mismatch hai 499 rupaye ka order tha order no 672716 need immediate help??",Customer Support,Negative,High,70% Hindi / 30% English
CMP002556,delivery date cross ho gaya but parcel kuch nahi aya tracking id TRK6441088 hope you understaur,Delivery Delay,Negative,Medium,70% Hindi / 30% English
CMP002557,"yrr, mujhe Mumbai se order kiya tha estimated date baar baar badal raha hai lekin details me bola tha original quality, par aisa laga local copy h tracking id TRK3710465 order no 786982 please expedite",Tracking Issue,Negative,Medium,50% Hindi / 50% English
CMP002558,mujhe  Ranchi se order kiya tha original product ka naam tha but duplicate nikla tracking id TRK8567205 order no 104738 🥲 jaldi fix kro,Fraud/Scam,Negative,Critical,60% Hindi / 40% English
CMP002559,"hello,  mujhe Indore se order kiya tha parcels handle bahut rough tarike se hote h tab bhi chat support me sirf bot hi bot hai, koi live agent nahi please expedite",Courier Experience,Negative,Medium,60% Hindi / 40% English
CMP002560,"hello,  mujhe Mumbai se order kiya tha email verify nahi ho raha lekin oder summary aur actual item me mismatch hai order no 831929 isko seriously lo!!",Account/Login,Negative,High,40% Hindi / 60% English
CMP002561,courier staff ne wrong address bolke return mark kar diya but parcel ka status 48 ghante se same hai plzz reolve this,Courier Experience,Negative,Medium,70% Hindi / 30% English
CMP002562,"dear  team, mujhe Gurgaon se order kiya tha seal proper nahi tha 🥲 thanks but no thanks",Packaging,Negative,High,65% Hindi / 35% English
CMP002563,"mujhe  Delhi se order kiya tha cashback promise hua tha but credit nahi hua still chat support me sirf bot hi bot hai, koi live agent nahi 299 rupaye ka order tha need immediate help??",Cashback,Negative,Medium,55% Hindi / 45% English
CMP002564,"bhai, app very slow hai especially checkout pe 199 rupaye ka order tha 🤦 thanks but no thanks...",App Performance,Negative,Medium,25% Hindi / 75% English
CMP002565,support team issue samah hi nahi rahi order no 461032 plz expedite,Customer Support,Negative,Medium,70% Hindi / 30% English
CMP002566,"sir, mujhe Noida se order kiya tha address correct tha fir bhi pickup miss ho gaya still kisi ne update dene ki bhi zarurat nahi samjhi order no 701734 plz expedite??",Return Pickup,Negative,High,55% Hindi / 45% English
CMP002567,offer  page pe cashback dikhaya aur baad me gayab but app pe jo dikhaya gaya tha wo reality se match nahi karta 1499 rupaye ka order tha 😡 isko seriously lo!,Cashback,Negative,Low,55% Hindi / 45% English
CMP002568,"plz look into, bottle leak ho rahi thi aur sab gaura ho gaya 399 rupaye ka order tha plzz resolve this",Damaged Product,Negative,High,60% Hindi / 40% English
CMP002569,"hello, order 151657 4 din se pending h lekin maine 2 baar complaint raise kiya but same canned reply mil rha h jaldi fix kro",Delivery Delay,Negative,High,70% Hindi / 30% English
CMP002570,"madam, mujhe Ranchi se order kiya tha cart update karte time app hang ho jati hai tracking id TRK1803721 waiting for reply",App Bug,Negative,High,25% Hindi / 75% English
CMP002571,"bhai,  mujhe Raipur se oder kiya tha customer care par call kiya but koi response nahi aur chat support me sirf bot hi bot hai, koi live agent nahi 😡 hope you understaur",Customer Support,Negative,High,70% Hindi / 30% English
CMP002572,"sir, app frequently lag kar rahi hai aur parcel ka status 48 ghante se same hai ☹️ thanks but no thanks??",App Performance,Negative,Medium,30% Hindi / 70% English
CMP002573,"bhai, product mismatch hai aur seller ne ignore kar diya tracking id TRK3173169 🤦 waiting for reply?",Wrong Product,Negative,Medium,45% Hindi / 55% English
CMP002574,"plz  help, same tracking number pe multiple parcels dikh rahe hain 3499 rupaye ka order tha isko seriously lo",Fraud/Scam,Negative,Critical,50% Hindi / 50% English
CMP002575,"sir, mujhe Jaipur se oder kiya tha seal khula hua tha aur item damage dikha 😭 hope you understand",Damaged Product,Negative,Critical,60% Hindi / 40% English
CMP002576,"plz look into, search bar typo ignore nahi karta aur no result de deta h 599 rupaye ka order tha plz expedite!",Search/Filter,Negative,Medium,35% Hindi / 65% English
CMP002577,"yrr, chat bot same reply copy-paste kar rha h aur parcel ka status 48 ghante se same hai 1299 rupaye ka order tha 🤦 very disappointing",Customer Support,Negative,High,50% Hindi / 50% English
CMP002578,"plz  help, mujhe Bhopal se order kiya tha item out of stock dikh raha hai but ads me available 299 rupaye ka order tha order no 979481 🥲 please expedite!!",Stock Issue,Negative,Medium,35% Hindi / 65% English
CMP002579,"dear  team, screen pe scratch hai aur corner dent hai fir bhi order summary aur actual item me mismatch hai plz expedite",Damaged Product,Negative,High,50% Hindi / 50% English
CMP002580,mujhe Surat se order kiya tha lag raha h koi scam type issue hai kyunki payment bhi gaya aur order bhi nahi fir bhi kisi ne updae dene ki bhi zarurat nahi samjhi hope you uderstaur?,Fraud/Scam,Negative,Critical,60% Hindi / 40% English
CMP002581,"team, suppoort, delivery aur app sab ek sath problem kar rahe h tracking id TRK6560158 ab kya karu",Other,Negative,Low,50% Hindi / 50% English
CMP002582,"hello, chat bot same reply copy-paste kar rha h still kisi ne update dene ki bhi zarurat nahi samjhi tracking id TRK2069581 order no 103974 ☹️ please expedite...",Customer Support,Negative,Medium,50% Hindi / 50% English
CMP002583,"hello, colour aur variant totally alag nikla and maine 2 baar complaint raise kiya but same canned reply mil rha h 499 rupaye ka order tha ⚠️ ab kya karu",Wrong Product,Negative,High,45% Hindi / 55% English
CMP002584,"sir, seal proper nahi tha 1299 rupaye ka order tha plzz resoolve this",Packaging,Negative,Medium,55% Hindi / 45% English
CMP002585,"plz look into, mujhe Gurgaon se order kiya tha support sirf wait bol rha h aur issue solve nahi 2499 rupaye ka order tha hope you understaur!!",Refund,Negative,High,65% Hindi / 35% English
CMP002586,"bhai, seal proper nahi tha 2499 rupaye ka order tha ab kya karu?",Packaging,Negative,High,65% Hindi / 35% English
CMP002587,"bhai,  search bar typo ignore nahi karta aur no result de deta h tab bhi kisi ne update dene ki bhi zarurat nahi samjhi tracking id TRK9943143 😤 waiting for reply??",Search/Filter,Negative,Medium,40% Hindi / 60% English
CMP002588,wishlist item stock me aata hi nahi but maine 2 baar complaint raise kiya but same canned reply mil rha h 💔 plz epedite!!,Stock Issue,Negative,Low,35% Hindi / 65% English
CMP002589,"madam, mujhe Indore se order kiya tha packaging bahut poor thi aur inner box crushed tha tab bhi maine 2 baar complaiint raise kiya but same canned reply mil rha h ab kya karu",Packaging,Negative,Medium,65% Hindi / 35% English
CMP002590,"please  look into, mujhe Ranchi se order kiya tha wallet me refund show ho rha but bank me kuch nahi but mera time aur paisa dono waste hua 3499 rupaye ka order tha order no 669801 jaldi fix kro",Refund,Negative,Critical,55% Hindi / 45% English
CMP002591,"urgent,  mujhe Ranchi se order kiya tha reverse pickup schedule hua tha but no show aur maine 2 baar complaint raise kiya but same canned reply mil rha h 1299 rupaye ka order tha tracking id TRK1653638 🙄 please expedite",Return,Negative,Critical,65% Hindi / 35% English
CMP002592,"madam, coupon apply kiya tha but checkout pe vanish ho gaya 🙄 plzz resolve this",Coupon Issue,Negative,Low,55% Hindi / 45% English
CMP002593,"please look into, discount ke baad bhi amount expected se zyada aaya ☹️ need immediate help",Price Mismatch,Negative,High,45% Hindi / 55% English
CMP002594,"sir, mujhe Surat se order kiya tha polythene torn thi aur tape bhi half-stick tha still chat support me sirf bot hi bot hai, koi live agent nahi order no 651755 🙄 plzz resolve this",Packaging,Negative,Low,55% Hindi / 45% English
CMP002595,"yrr, return approve hua fir bhi paisa stuck h still mera time aur paisa dono waste hua need immediate help",Refund,Negative,High,65% Hindi / 35% English
CMP002596,same location pe parcel stuck dikh rha h fir bhi kisi ne update dene ki bhi zarurat nahi samjhi 299 rupaye ka order tha tracking id TRK2655092 need immediate help,Tracking Issue,Negative,High,50% Hindi / 50% English
CMP002597,"yrr,  mujhe jacket order kiya tha par belt bhej diya aur details me bola tha original quality, par aisa laga local copy h tracking id TRK5516556 😭 plz expedite",Wrong Product,Negative,Medium,55% Hindi / 45% English
CMP002598,"hello, mujhe Noida se order kiya tha app 2.8.7 pe baar baar crash ho rha h waiting for reply",App Bug,Negative,Critical,25% Hindi / 75% English
CMP002599,"kindly chek, lag raha h koi scam type isssue hai kyunki paymt bhi gaya aur order bhi nahi 🤦 hope you understand",Fraud/Scam,Negative,Critical,50% Hindi / 50% English
CMP002600,"kindly check, email pe 3 baar likha, reply bas auto-generated aaya fir bhi order summary aur actual item me mismatch hai tracking id TRK3682060 order no 916642 🥲 ab kya karu??",Customer Support,Negative,High,70% Hindi / 30% English
CMP002601,"team,  mujhe Raipur se order kiya tha size selected hamesha sold out bol deta h 🥲 thanks but no thanks",Stock Issue,Negative,Low,40% Hindi / 60% English
CMP002602,"dear team, tracking page open hi nahi hota aur details me bola tha original quality, par aisa laga local copy h order no 278065 ☹️ hope you understaur",Tracking Issue,Negative,High,60% Hindi / 40% English
CMP002603,"sir,  mujhe Patna se order kiya tha password reset link expired bol rha h but kisi ne update dene ki bhi zarurat nahi samjhi thanks but no thanks?",Account/Login,Negative,High,30% Hindi / 70% English
CMP002604,"madam, mujhe Delhi se order kiya tha card charge hua but app me failed dikha rha h lekin order summary aur actual item me mismatch hai 🤦 very disappointing",Payment Issue,Negative,Critical,50% Hindi / 50% English
CMP002605,"bhai,  tracking TRK4605985 4 din se update nahi hua aur delivery boy ne call bhi nahi kiya tracking id TRK4605985 very disappointing...",Tracking Issue,Negative,High,50% Hindi / 50% English
CMP002606,item  out of stock dikh raha hai but ads me available lekin delivery boy ne call bhi nahi kiya 1999 rupaye ka order tha order no 287153 need immediate help?,Stock Issue,Negative,Medium,40% Hindi / 60% English
CMP002607,email verify nahi ho raha fir bhi mera time aur paisa dono waste hua 199 rupaye ka order tha isko seriously lo??,Account/Login,Negative,High,40% Hindi / 60% English
CMP002608,"madam, shipment TRK3319017 abhi tak move hi nahi hua order no 298697 🙄 jaldi fix kro?",Delivery Delay,Negative,High,75% Hindi / 25% English
CMP002609,"combo pack me sirf half cheezein aayi aur chat support me sirf bot hi bot hai, koi live agent nahi trakking id TRK1249096 plz expedite",Missing Item,Negative,Critical,55% Hindi / 45% English
CMP002610,"madam, sort by price work nahi kar raha fir bhi app pe jo dikhaya gaya tha wo reality se match nahi karta jaldi fix kro",Search/Filter,Negative,Low,35% Hindi / 65% English
CMP002611,"yrr, dispatch bahut late kiya aur update bhi nahi diya lekin parcel ka status 48 ghante se same hai 1499 rupaye ka order tha jaldi fix kro",Seller Complaint,Negative,High,60% Hindi / 40% English
CMP002612,"madam,  login screen loop me atak jata hai still app pe jo dikhaya gaya tha wo reality se match nahi karta very disappointing??",App Bug,Negative,Critical,35% Hindi / 65% English
